,Ones,Zeros,Output
3912,24396,121247,1
3913,8602,111042,1
3914,38613,135494,1
3915,25761,97705,1
3916,24298,150961,1
3917,12531,89296,1
3918,14174,97058,1
3919,3603,71336,1
3920,2859,91338,1
3921,32653,133669,1
3922,18190,153514,1
3923,13671,101717,1
3924,7006,89743,1
3925,10303,153640,1
3926,1918,105684,1
3927,16646,111351,1
3928,30438,122968,1
3929,22476,61844,1
3930,3387,81177,1
3931,28521,116787,1
3932,6533,113649,1
3933,19282,169404,1
3934,9283,133027,1
3935,12774,116432,1
3936,19970,95378,1
3937,468,108287,1
3938,735,107862,1
3939,8543,144595,1
3940,26762,126794,1
3941,17888,170577,1
3942,2624,160933,1
3943,12900,125291,1
3944,2501,125298,1
3945,18570,107884,1
3946,19480,123066,1
3947,9645,99838,1
3948,23339,167511,1
3949,21085,123321,1
3950,23597,99654,1
3951,13479,115071,1
3952,5534,129435,1
3953,26192,111604,1
3954,15670,112808,1
3955,10810,146094,1
3956,24725,116849,1
3957,20799,107628,1
3958,38350,98964,1
3959,16615,95162,1
3960,12726,100439,1
3961,54134,292945,1
3962,33647,119954,1
3963,12795,168700,1
3964,7877,101780,1
3965,6563,140272,1
3966,15084,140543,1
3967,22819,137062,1
3968,16142,115437,1
3969,2427,121619,1
3970,1926,74473,1
3971,22059,155637,1
3972,4780,123567,1
3973,23810,120442,1
3974,32610,135212,1
3975,21621,98540,1
3976,28206,122630,1
3977,7751,57975,1
3978,23353,111547,1
3979,21571,134217,1
3980,22598,133405,1
3981,23483,118138,1
3982,27906,105558,1
3983,46356,124807,1
3984,13414,41292,1
3985,83456,119367,1
3986,29374,126101,1
3987,22459,164792,1
3988,10692,160521,1
3989,23595,95829,1
3990,9310,116784,1
3991,11449,94392,1
3992,71,14254,2
3993,450,1175,2
3994,0,148,2
3995,0,727,2
3996,1148,41842,2
3997,0,224,2
3998,0,18,2
3999,0,856,2
4000,0,1244160,2
4001,0,748,2
4002,11,7418,2
4003,435,7675,2
4004,0,1145,2
4005,0,22,2
4006,31,11597,2
4007,1,3610,2
4008,134,12571,2
4009,1,1285,2
4010,23,6994,2
4011,0,71,2
4012,663,614,2
4013,0,270,2
4014,0,177,2
4015,0,2162,2
4016,0,28,2
4017,0,184,2
4018,0,1054,2
4019,0,224,2
4020,0,59,2
4021,0,1485,2
4022,0,240,2
4023,0,878,2
4024,0,268,2
4025,0,1948,2
4026,3,3504,2
4027,0,654,2
4028,0,222,2
4029,0,75,2
4030,0,113,2
4031,0,196,2
4032,1439,28687,2
4033,0,592,2
4034,0,1128,2
4035,0,2055,2
4036,0,738,2
4037,6,88,2
4038,23,4146,2
4039,0,209,2
4040,0,52,2
4041,0,156,2
4042,71,518,2
4043,0,870,2
4044,0,1002,2
4045,0,29065,2
4046,0,53,2
4047,0,295,2
4048,0,69,2
4049,0,321,2
4050,0,897,2
4051,0,1319,2
4052,0,441,2
4053,0,177,2
4054,64,14654,2
4055,0,1079,2
4056,110,22678,2
4057,28,2368,2
4058,1,36,2
4059,0,3491,2
4060,0,162,2
4061,0,1016,2
4062,23,7041,2
4063,0,278,2
4064,0,160,2
4065,0,4221,2
4066,0,1730,2
4067,0,209,2
4068,0,869,2
4069,0,914,2
4070,0,392,2
4071,0,631,2
4072,0,85,2
4073,0,1244160,2
4074,0,144,2
4075,0,1119,2
4076,0,1006,2
4077,1135,33342,2
4078,58,4648,2
4079,0,132,2
4080,110,20524,2
4081,0,27817,2
4082,0,2251,2
4083,0,148,2
4084,0,830,2
4085,0,142,2
4086,0,433,2
4087,0,17,2
4088,298,18992,2
4089,0,2063,2
4090,50,14080,2
4091,0,7392,2
4092,0,946,2
4093,394,1498,2
4094,0,16,2
4095,0,473,2
4096,0,260,2
4097,0,4,2
4098,0,275,2
4099,0,906,2
4100,0,110,2
4101,0,163,2
4102,0,53,2
4103,45,5082,2
4104,59,755,2
4105,0,54,2
4106,0,6715,2
4107,234,6902,2
4108,0,12,2
4109,0,196,2
4110,0,10245,2
4111,16,7341,2
4112,0,34,2
4113,0,2547,2
4114,0,418,2
4115,1624,16786,2
4116,0,661,2
4117,5,87,2
4118,62,5234,2
4119,0,57,2
4120,0,701,2
4121,0,58,2
4122,0,338,2
4123,0,231,2
4124,0,253,2
4125,483,3185,2
4126,0,181,2
4127,0,276,2
4128,0,329,2
4129,26,3957,2
4130,0,8,2
4131,55,173,2
4132,49,4649,2
4133,0,714,2
4134,0,5,2
4135,0,91,2
4136,0,752,2
4137,9,7341,2
4138,18,1389,2
4139,5,529,2
4140,0,48,2
4141,0,644,2
4142,0,53,2
4143,0,6,2
4144,0,176,2
4145,83,2473,2
4146,398,12071,2
4147,12,45,2
4148,0,1074,2
4149,0,1581,2
4150,0,392,2
4151,18,6,2
4152,0,1156,2
4153,4729,35893,2
4154,0,318,2
4155,0,151,2
4156,0,124,2
4157,0,1054,2
4158,1,2042,2
4159,0,603,2
4160,1,372,2
4161,0,613,2
4162,0,501,2
4163,0,326,2
4164,109,1078,2
4165,0,11319,2
4166,4235,35383,2
4167,0,104,2
4168,0,878,2
4169,10,41,2
4170,78,13700,2
4171,1019,33147,2
4172,8,2351,2
4173,0,1928,2
4174,0,1308,2
4175,0,124,2
4176,0,757,2
4177,0,144,2
4178,0,136,2
4179,0,2155,2
4180,0,69,2
4181,33,4269,2
4182,0,15,2
4183,0,560,2
4184,48,1055,2
4185,0,42,2
4186,0,1,2
4187,421,7201,2
4188,0,349,2
4189,35,6888,2
4190,0,1244160,2
4191,0,20728,2
4192,0,332,2
4193,4,6743,2
4194,0,1476,2
4195,3,250,2
4196,0,627,2
4197,0,11756,2
4198,0,410,2
4199,50,14601,2
4200,0,956,2
4201,0,1437,2
4202,0,830,2
4203,0,87,2
4204,0,1103,2
4205,0,626,2
4206,0,152,2
4207,0,5,2
4208,0,746,2
4209,0,1244160,2
4210,9,2460,2
4211,0,979,2
4212,815,41775,2
4213,0,587,2
4214,0,901,2
4215,0,93,2
4216,0,77,2
4217,0,129,2
4218,0,1260,2
4219,2,2811,2
4220,0,548,2
4221,0,30,2
4222,80,13262,2
4223,0,2239,2
4224,0,855,2
4225,0,66,2
4226,0,730,2
4227,5,81,2
4228,0,4,2
4229,2035,32312,2
4230,0,809,2
4231,556,36980,2
4232,0,42,2
4233,1836,39122,2
4234,0,1034,2
4235,32,2909,2
4236,17,2414,2
4237,0,161,2
4238,0,235,2
4239,3,170,2
4240,0,1244160,2
4241,91,13093,2
4242,0,393,2
4243,5,3188,2
4244,0,1160,2
4245,0,205,2
4246,0,1356,2
4247,0,271,2
4248,0,7267,2
4249,0,329,2
4250,0,150,2
4251,71,50,2
4252,62,8079,2
4253,0,1757,2
4254,0,13,2
4255,0,134,2
4256,0,708,2
4257,0,151,2
4258,0,29788,2
4259,0,10,2
4260,0,664,2
4261,0,738,2
4262,333,4147,2
4263,0,1099,2
4264,5,1112,2
4265,0,298,2
4266,140,6454,2
4267,2,11074,2
4268,2,13,2
4269,0,127,2
4270,0,1329,2
4271,0,0,2
4272,0,1700,2
4273,0,215,2
4274,191,1298,2
4275,0,433,2
4276,0,311,2
4277,0,2704,2
4278,0,652,2
4279,0,9,2
4280,0,720,2
4281,0,50,2
4282,0,84,2
4283,0,210,2
4284,0,924,2
4285,0,47,2
4286,0,28890,2
4287,27,16416,2
4288,181,5661,2
4289,0,550,2
4290,35,3239,2
4291,0,20,2
4292,0,891,2
4293,0,21967,2
4294,0,71,2
4295,0,197,2
4296,282,1269,2
4297,0,1262,2
4298,0,269,2
4299,49,3196,2
4300,0,30,2
4301,0,1312,2
4302,27,1908,2
4303,11,1142,2
4304,73,1200,2
4305,0,1599,2
4306,76,9847,2
4307,0,131,2
4308,0,17,2
4309,0,200,2
4310,0,269,2
4311,0,189,2
4312,1793,15959,2
4313,0,137,2
4314,0,1032,2
4315,0,159,2
4316,0,156,2
4317,0,16,2
4318,297,3385,2
4319,0,66,2
4320,4055,31816,2
4321,0,614,2
4322,287,894,2
4323,0,113,2
4324,0,1369,2
4325,90,2322,2
4326,58,20252,2
4327,0,1541,2
4328,0,1696,2
4329,0,654,2
4330,18,13,2
4331,7,16,2
4332,0,11910,2
4333,0,3219,2
4334,4,592,2
4335,0,175,2
4336,1315,41889,2
4337,42,967,2
4338,3477,35090,2
4339,0,523,2
4340,0,858,2
4341,1,2561,2
4342,0,380,2
4343,0,808,2
4344,131,12927,2
4345,9,451,2
4346,0,449,2
4347,3,6058,2
4348,0,1531,2
4349,0,91,2
4350,350,1940,2
4351,0,565,2
4352,0,61,2
4353,0,97,2
4354,0,425,2
4355,0,1711,2
4356,1452,35725,2
4357,11,840,2
4358,0,246,2
4359,0,2089,2
4360,75,371,2
4361,0,169,2
4362,58,270,2
4363,0,24,2
4364,0,996,2
4365,32,128,2
4366,0,1149,2
4367,7,4943,2
4368,0,457,2
4369,0,705,2
4370,80,6292,2
4371,0,460,2
4372,67,1607,2
4373,0,303,2
4374,0,3,2
4375,68,15664,2
4376,2565,8776,2
4377,0,1019,2
4378,0,1577,2
4379,489,2273,2
4380,48,630,2
4381,0,2196,2
4382,0,4251,2
4383,0,133,2
4384,0,85,2
4385,11,5252,2
4386,0,50,2
4387,75,848,2
4388,619,2257,2
4389,0,3216,2
4390,0,2296,2
4391,0,27,2
4392,0,22,2
4393,0,1378,2
4394,0,456,2
4395,0,834,2
4396,0,457,2
4397,3675,41667,2
4398,0,315,2
4399,0,65,2
4400,0,439,2
4401,0,1365,2
4402,212,4085,2
4403,0,1218,2
4404,0,317,2
4405,0,133,2
4406,0,1244160,2
4407,91,637,2
4408,0,1776,2
4409,0,2389,2
4410,0,1444,2
4411,0,48,2
4412,0,7,2
4413,0,662,2
4414,0,257,2
4415,0,888,2
4416,0,71,2
4417,0,846,2
4418,0,509,2
4419,0,280,2
4420,0,308,2
4421,0,29,2
4422,136,990,2
4423,73,4574,2
4424,12,13935,2
4425,0,3,2
4426,0,41,2
4427,0,341,2
4428,0,1129,2
4429,0,42,2
4430,2,24,2
4431,116,10196,2
4432,0,112,2
4433,0,76,2
4434,0,69,2
4435,0,247,2
4436,9,406,2
4437,0,163,2
4438,0,2442,2
4439,195,1540,2
4440,3,3752,2
4441,1,17,2
4442,9,367,2
4443,0,2315,2
4444,0,32,2
4445,0,331,2
4446,820,39443,2
4447,79,34774,2
4448,3159,34689,2
4449,16,3912,2
4450,0,182,2
4451,0,67,2
4452,0,160,2
4453,26,310,2
4454,0,1255,2
4455,0,629,2
4456,0,1244160,2
4457,0,363,2
4458,0,6050,2
4459,0,15,2
4460,0,12,2
4461,0,122,2
4462,0,685,2
4463,0,8304,2
4464,0,1952,2
4465,0,65,2
4466,0,226,2
4467,0,470,2
4468,0,2,2
4469,0,1084,2
4470,0,439,2
4471,87,1805,2
4472,18,14211,2
4473,2,40,2
4474,7,1836,2
4475,0,442,2
4476,0,2673,2
4477,0,946,2
4478,55,587,2
4479,0,465,2
4480,137,6496,2
4481,0,116,2
4482,0,2223,2
4483,1,1595,2
4484,0,16,2
4485,0,78,2
4486,0,114,2
4487,0,8651,2
4488,0,333,2
4489,0,589,2
4490,0,111,2
4491,34,13157,2
4492,0,21,2
4493,0,549,2
4494,0,115,2
4495,0,239,2
4496,0,21051,2
4497,1,1903,2
4498,0,12,2
4499,0,396,2
4500,0,80,2
4501,0,1122,2
4502,0,0,2
4503,0,0,2
4504,0,0,2
4505,0,0,2
4506,0,0,2
4507,205,349,2
4508,0,0,2
4509,4,10405,2
4510,0,0,2
4511,0,100,2
4512,0,3187,2
4513,0,0,2
4514,1,241,2
4515,35,2346,2
4516,2,486,2
4517,0,0,2
4518,0,0,2
4519,0,0,2
4520,3,234,2
4521,0,36,2
4522,0,538,2
4523,0,104,2
4524,0,0,2
4525,0,444,2
4526,0,33,2
4527,0,3932160,2
4528,0,2,2
4529,13,512,2
4530,0,192,2
4531,0,1091,2
4532,0,320,2
4533,0,140,2
4534,27419,65228,2
4535,0,0,2
4536,34,1998,2
4537,0,0,2
4538,0,0,2
4539,1,0,2
4540,0,0,2
4541,0,0,2
4542,0,0,2
4543,289,0,2
4544,0,190,2
4545,0,0,2
4546,0,0,2
4547,0,0,2
4548,537,0,2
4549,0,0,2
4550,0,0,2
4551,7,1642,2
4552,3,3984,2
4553,25,594,2
4554,0,0,2
4555,350,6250,2
4556,0,0,2
4557,0,886,2
4558,0,2234,2
4559,2,270,2
4560,0,2857,2
4561,0,169,2
4562,6,2,2
4563,0,16,2
4564,0,0,2
4565,0,0,2
4566,0,0,2
4567,0,0,2
4568,0,1261,2
4569,0,5730,2
4570,0,1146,2
4571,0,0,2
4572,0,0,2
4573,0,56,2
4574,0,824,2
4575,0,0,2
4576,0,350,2
4577,0,0,2
4578,0,258,2
4579,0,149,2
4580,3,138,2
4581,174,0,2
4582,0,34,2
4583,4,7045,2
4584,2,1441,2
4585,0,0,2
4586,0,175,2
4587,0,831,2
4588,0,2213,2
4589,100,0,2
4590,0,0,2
4591,0,965,2
4592,2,3632,2
4593,0,28,2
4594,916,7871,2
4595,0,0,2
4596,0,15,2
4597,0,0,2
4598,0,0,2
4599,0,1744,2
4600,1,0,2
4601,0,0,2
4602,1,0,2
4603,0,241,2
4604,0,0,2
4605,0,529,2
4606,0,264,2
4607,0,6174720,2
4608,0,1490,2
4609,0,966,2
4610,0,0,2
4611,0,161,2
4612,0,604,2
4613,0,0,2
4614,438,67791,2
4615,0,31,2
4616,116,7827,2
4617,9,7131,2
4618,0,245,2
4619,0,0,2
4620,0,273,2
4621,0,111,2
4622,611,11229,2
4623,0,2289,2
4624,0,0,2
4625,0,0,2
4626,0,0,2
4627,0,219,2
4628,0,3,2
4629,0,0,2
4630,0,0,2
4631,0,0,2
4632,0,0,2
4633,0,383,2
4634,0,136,2
4635,0,0,2
4636,0,375,2
4637,0,0,2
4638,2,83,2
4639,3267,194,2
4640,0,0,2
4641,0,679,2
4642,0,0,2
4643,0,301,2
4644,0,0,2
4645,0,0,2
4646,0,242,2
4647,0,0,2
4648,25,6963,2
4649,0,0,2
4650,0,0,2
4651,274,0,2
4652,0,1198,2
4653,0,291,2
4654,0,0,2
4655,0,0,2
4656,0,275,2
4657,6,0,2
4658,0,0,2
4659,0,630,2
4660,0,105,2
4661,0,0,2
4662,1,811,2
4663,0,1603,2
4664,0,0,2
4665,0,0,2
4666,0,0,2
4667,0,1,2
4668,0,218,2
4669,0,253,2
4670,12,6019,2
4671,0,0,2
4672,0,210,2
4673,951,0,2
4674,0,734,2
4675,1,0,2
4676,1441,63993,2
4677,0,87,2
4678,0,0,2
4679,0,39,2
4680,486,850,2
4681,23,6,2
4682,0,0,2
4683,9,1282,2
4684,0,7,2
4685,0,1,2
4686,0,0,2
4687,0,402,2
4688,3,0,2
4689,0,0,2
4690,1,3700,2
4691,0,121,2
4692,0,0,2
4693,0,0,2
4694,0,0,2
4695,0,2412,2
4696,0,0,2
4697,0,1084,2
4698,0,3932160,2
4699,0,0,2
4700,0,0,2
4701,0,1034,2
4702,11,2436,2
4703,1,197,2
4704,0,233,2
4705,0,309,2
4706,0,0,2
4707,0,0,2
4708,22,0,2
4709,71,0,2
4710,0,0,2
4711,0,0,2
4712,0,865,2
4713,0,1119,2
4714,0,216,2
4715,0,46,2
4716,0,0,2
4717,0,0,2
4718,0,1186,2
4719,0,1277,2
4720,0,0,2
4721,0,385,2
4722,186,6294,2
4723,0,1073,2
4724,0,209,2
4725,4,2765,2
4726,4,0,2
4727,0,316,2
4728,0,1471,2
4729,0,47,2
4730,0,287,2
4731,0,1643,2
4732,0,184,2
4733,0,310,2
4734,0,554,2
4735,3,623,2
4736,0,4005,2
4737,0,0,2
4738,5,0,2
4739,0,0,2
4740,0,333,2
4741,0,0,2
4742,0,222,2
4743,0,645,2
4744,0,0,2
4745,900,68112,2
4746,1,14304,2
4747,122,0,2
4748,0,0,2
4749,0,1361,2
4750,0,313,2
4751,0,0,2
4752,0,292,2
4753,2844,28012,2
4754,0,6174720,2
4755,6,1602,2
4756,75,852,2
4757,1867,32773,2
4758,0,1274,2
4759,0,1382,2
4760,258,22613,2
4761,0,5144,2
4762,0,424,2
4763,0,2062,2
4764,0,1815,2
4765,0,3958,2
4766,73,10434,2
4767,0,1673,2
4768,0,315,2
4769,0,1373,2
4770,0,337,2
4771,0,1037,2
4772,0,1177,2
4773,0,76,2
4774,414,4922,2
4775,4,4151,2
4776,0,1275,2
4777,11,7180,2
4778,0,1639,2
4779,0,2876,2
4780,298,15448,2
4781,0,1886,2
4782,0,738,2
4783,0,490,2
4784,5,12350,2
4785,0,705,2
4786,230,15243,2
4787,0,212,2
4788,0,70,2
4789,0,304,2
4790,19,87,2
4791,9251,37109,2
4792,0,325,2
4793,0,1065,2
4794,0,197,2
4795,0,13381,2
4796,4,1671,2
4797,0,377,2
4798,0,75,2
4799,0,262,2
4800,1,1388,2
4801,0,1388,2
4802,263,20856,2
4803,0,34,2
4804,0,94,2
4805,0,2025,2
4806,0,761,2
4807,0,81,2
4808,0,11868,2
4809,0,748,2
4810,0,3233,2
4811,0,116,2
4812,7,10594,2
4813,7,1658,2
4814,9,2062,2
4815,262,500,2
4816,44,5063,2
4817,0,2760,2
4818,0,1107,2
4819,852,42935,2
4820,0,3372,2
4821,1,1286,2
4822,0,186,2
4823,625,38493,2
4824,0,376,2
4825,0,1183,2
4826,0,329,2
4827,0,204,2
4828,0,1093,2
4829,6,10992,2
4830,82,5193,2
4831,0,1845,2
4832,0,88,2
4833,0,24,2
4834,0,1244160,2
4835,6,3479,2
4836,2565,2713,2
4837,0,1967,2
4838,0,1244160,2
4839,0,2006,2
4840,29,4432,2
4841,0,710,2
4842,0,1969,2
4843,37,6799,2
4844,73,8198,2
4845,0,91,2
4846,0,408,2
4847,0,2208,2
4848,0,6,2
4849,0,60,2
4850,0,2126,2
4851,0,439,2
4852,0,1918,2
4853,0,527,2
4854,0,466,2
4855,0,840,2
4856,0,592,2
4857,0,1768,2
4858,5,4779,2
4859,0,310,2
4860,771,39419,2
4861,0,1004,2
4862,0,2932,2
4863,1,596,2
4864,1249,41443,2
4865,0,1273,2
4866,0,38,2
4867,11,8168,2
4868,0,179,2
4869,0,1488,2
4870,0,230,2
4871,0,1398,2
4872,0,879,2
4873,1091,14991,2
4874,0,98,2
4875,538,493,2
4876,0,1244160,2
4877,0,335,2
4878,0,438,2
4879,0,255,2
4880,5,3418,2
4881,0,2288,2
4882,0,778,2
4883,3,1203,2
4884,0,1004,2
4885,0,837,2
4886,0,200,2
4887,0,1244160,2
4888,0,519,2
4889,1177,10168,2
4890,0,527,2
4891,0,284,2
4892,3,1653,2
4893,0,3198,2
4894,0,331,2
4895,0,1274,2
4896,0,1704,2
4897,0,835,2
4898,0,1505,2
4899,0,1509,2
4900,0,880,2
4901,0,464,2
4902,0,103,2
4903,34,4699,2
4904,8108,39867,2
4905,0,317,2
4906,1,1039,2
4907,0,4432,2
4908,0,427,2
4909,0,4581,2
4910,0,1282,2
4911,0,1716,2
4912,0,772,2
4913,0,3054,2
4914,0,3109,2
4915,0,474,2
4916,0,90,2
4917,0,362,2
4918,13,2801,2
4919,0,1244160,2
4920,0,474,2
4921,14,11516,2
4922,0,1041,2
4923,0,715,2
4924,0,1122,2
4925,0,988,2
4926,0,1018,2
4927,10,6309,2
4928,17150,38585,2
4929,0,308,2
4930,442,3786,2
4931,73,595,2
4932,0,149,2
4933,74,2724,2
4934,58,5627,2
4935,0,1244160,2
4936,0,576,2
4937,0,80,2
4938,85,5989,2
4939,28,4387,2
4940,0,2424,2
4941,16,2794,2
4942,0,192,2
4943,41,5486,2
4944,0,96,2
4945,0,423,2
4946,0,199,2
4947,0,1762,2
4948,0,212,2
4949,0,134,2
4950,0,2175,2
4951,12,4797,2
4952,0,684,2
4953,0,1244160,2
4954,0,329,2
4955,0,77,2
4956,0,754,2
4957,0,932,2
4958,0,172,2
4959,0,202,2
4960,0,25938,2
4961,0,247,2
4962,0,376,2
4963,97,145,2
4964,0,524,2
4965,0,1710,2
4966,530,22035,2
4967,0,1747,2
4968,1768,7208,2
4969,0,1670,2
4970,0,708,2
4971,0,393,2
4972,0,3554,2
4973,10,3841,2
4974,0,273,2
4975,0,29111,2
4976,0,12935,2
4977,0,1021,2
4978,0,145,2
4979,11,393,2
4980,0,636,2
4981,0,57,2
4982,0,327,2
4983,0,1244160,2
4984,0,191,2
4985,0,1244160,2
4986,0,367,2
4987,1,1209,2
4988,0,1416,2
4989,0,198,2
4990,4,2861,2
4991,0,129,2
4992,0,795,2
4993,0,113,2
4994,2,1499,2
4995,0,504,2
4996,0,455,2
4997,0,974,2
4998,0,939,2
4999,0,55,2
5000,0,281,2
5001,91,8065,2
5002,0,38,2
5003,78,6116,2
5004,48,33,2
5005,0,0,2
5006,6775,380,2
5007,0,22918,2
5008,6,458,2
5009,0,7742,2
5010,0,207,2
5011,0,0,2
5012,0,0,2
5013,0,0,2
5014,0,761,2
5015,1,2095,2
5016,0,2543,2
5017,860,1023,2
5018,0,0,2
5019,0,0,2
5020,0,0,2
5021,1998,352,2
5022,0,0,2
5023,0,0,2
5024,0,0,2
5025,0,0,2
5026,0,0,2
5027,0,0,2
5028,0,0,2
5029,0,90,2
5030,0,0,2
5031,0,0,2
5032,0,0,2
5033,0,499,2
5034,13,698,2
5035,36,3849,2
5036,0,0,2
5037,0,84,2
5038,1021,181,2
5039,4,212,2
5040,0,0,2
5041,19,0,2
5042,0,92,2
5043,0,0,2
5044,0,2746,2
5045,0,439,2
5046,0,437,2
5047,63,20920,2
5048,0,1384,2
5049,0,2226,2
5050,0,55,2
5051,0,0,2
5052,0,0,2
5053,0,0,2
5054,0,174,2
5055,0,0,2
5056,0,0,2
5057,0,1044,2
5058,0,0,2
5059,16,1,2
5060,0,0,2
5061,0,0,2
5062,0,0,2
5063,1430,30460,2
5064,4,5596,2
5065,0,0,2
5066,1,329,2
5067,0,0,2
5068,2,0,2
5069,30,31135,2
5070,0,270,2
5071,0,274,2
5072,0,0,2
5073,68,7460,2
5074,0,34,2
5075,0,0,2
5076,3,409,2
5077,3,0,2
5078,0,0,2
5079,0,0,2
5080,0,0,2
5081,0,0,2
5082,0,0,2
5083,0,2172,2
5084,0,4534,2
5085,0,0,2
5086,0,0,2
5087,0,0,2
5088,0,37,2
5089,0,2798,2
5090,0,0,2
5091,0,0,2
5092,0,795,2
5093,0,74,2
5094,0,0,2
5095,0,0,2
5096,0,1281,2
5097,0,630,2
5098,0,160,2
5099,0,0,2
5100,0,0,2
5101,0,0,2
5102,0,0,2
5103,0,0,2
5104,0,0,2
5105,0,2512,2
5106,4534,17915,2
5107,0,7718,2
5108,0,0,2
5109,0,0,2
5110,0,0,2
5111,0,455,2
5112,145,26904,2
5113,0,0,2
5114,0,602,2
5115,0,229,2
5116,67,2,2
5117,0,18,2
5118,0,0,2
5119,0,161,2
5120,41,8519,2
5121,0,5850,2
5122,0,1745,2
5123,0,1835,2
5124,0,51,2
5125,0,393,2
5126,0,226,2
5127,0,51,2
5128,0,837,2
5129,0,0,2
5130,0,0,2
5131,5,617,2
5132,0,0,2
5133,0,0,2
5134,0,0,2
5135,6,0,2
5136,0,74,2
5137,0,0,2
5138,799,850,2
5139,0,0,2
5140,0,0,2
5141,0,0,2
5142,0,41,2
5143,0,2192,2
5144,0,37,2
5145,0,1572,2
5146,0,601,2
5147,0,0,2
5148,0,35,2
5149,0,161,2
5150,0,2,2
5151,0,0,2
5152,0,208,2
5153,0,41,2
5154,0,0,2
5155,0,0,2
5156,0,0,2
5157,0,236,2
5158,0,234,2
5159,0,0,2
5160,1,3282,2
5161,0,0,2
5162,0,0,2
5163,0,8,2
5164,0,544,2
5165,0,38,2
5166,0,32,2
5167,0,0,2
5168,0,396,2
5169,0,84,2
5170,0,152,2
5171,0,88,2
5172,0,0,2
5173,0,0,2
5174,31,18899,2
5175,0,0,2
5176,0,0,2
5177,9,0,2
5178,0,0,2
5179,0,0,2
5180,0,13,2
5181,3,0,2
5182,0,0,2
5183,0,0,2
5184,11,17972,2
5185,0,70,2
5186,0,0,2
5187,0,0,2
5188,0,943,2
5189,0,103,2
5190,0,2987,2
5191,0,0,2
5192,0,0,2
5193,25,8728,2
5194,0,0,2
5195,13,5943,2
5196,0,57,2
5197,0,0,2
5198,0,0,2
5199,1,911,2
5200,0,539,2
5201,0,385,2
5202,0,0,2
5203,0,0,2
5204,0,0,2
5205,0,0,2
5206,40,2,2
5207,0,804,2
5208,1800,28239,2
5209,0,2,2
5210,0,789,2
5211,0,0,2
5212,0,1018,2
5213,0,23,2
5214,0,57,2
5215,0,0,2
5216,0,385,2
5217,0,3169,2
5218,0,204,2
5219,0,0,2
5220,0,0,2
5221,0,531,2
5222,94,7988,2
5223,0,9,2
5224,0,21,2
5225,313,42217,2
5226,0,58,2
5227,0,0,2
5228,0,0,2
5229,0,0,2
5230,0,0,2
5231,0,0,2
5232,67,1,2
5233,0,0,2
5234,0,0,2
5235,0,48,2
5236,0,0,2
5237,3198,41950,2
5238,0,1,2
5239,0,0,2
5240,0,252,2
5241,0,331,2
5242,0,1957,2
5243,0,0,2
5244,0,381,2
5245,0,0,2
5246,0,290,2
5247,0,76,2
5248,473,26842,2
5249,4,1496,2
5250,0,867,2
5251,0,5500,2
5252,0,0,2
5253,0,5927,2
5254,0,2966,2
5255,0,0,2
5256,0,0,2
5257,0,0,2
5258,0,145,2
5259,0,342,2
5260,5,3980,2
5261,0,680,2
5262,0,19,2
5263,0,0,2
5264,0,383,2
5265,0,0,2
5266,0,0,2
5267,27,972,2
5268,0,4114,2
5269,0,63,2
5270,0,58,2
5271,0,0,2
5272,0,0,2
5273,0,115,2
5274,142,3,2
5275,0,0,2
5276,4,1,2
5277,2,0,2
5278,1,0,2
5279,0,30,2
5280,0,703,2
5281,5,2176,2
5282,0,0,2
5283,0,30,2
5284,0,0,2
5285,0,0,2
5286,0,281,2
5287,7,1040,2
5288,0,28,2
5289,0,0,2
5290,0,230,2
5291,32,0,2
5292,0,0,2
5293,0,954,2
5294,0,141,2
5295,0,244,2
5296,0,8,2
5297,0,0,2
5298,0,67,2
5299,0,412,2
5300,0,1984,2
5301,2,827,2
5302,0,6174720,2
5303,0,3932160,2
5304,0,0,2
5305,0,0,2
5306,6,1478,2
5307,0,0,2
5308,8,0,2
5309,0,0,2
5310,0,168,2
5311,0,0,2
5312,0,333,2
5313,0,0,2
5314,280,10065,2
5315,0,1469,2
5316,0,0,2
5317,0,2182,2
5318,150,13786,2
5319,0,0,2
5320,25,0,2
5321,1,663,2
5322,0,5053,2
5323,875,17657,2
5324,0,0,2
5325,0,1842,2
5326,0,0,2
5327,0,0,2
5328,0,0,2
5329,0,93,2
5330,0,1,2
5331,0,1835,2
5332,0,0,2
5333,0,0,2
5334,0,14216,2
5335,0,1497,2
5336,0,90,2
5337,0,0,2
5338,0,221,2
5339,0,781,2
5340,13,9594,2
5341,0,2539,2
5342,0,2811,2
5343,23,3545,2
5344,5421,71933,2
5345,0,0,2
5346,0,1035,2
5347,0,91,2
5348,0,99,2
5349,0,1937,2
5350,0,0,2
5351,0,389,2
5352,0,0,2
5353,0,0,2
5354,17,16966,2
5355,0,0,2
5356,0,258,2
5357,34,19308,2
5358,0,378,2
5359,0,115,2
5360,0,75,2
5361,0,0,2
5362,0,0,2
5363,0,0,2
5364,0,1227,2
5365,0,89,2
5366,0,244,2
5367,0,0,2
5368,385,4821,2
5369,0,0,2
5370,0,761,2
5371,0,3969,2
5372,0,110,2
5373,0,1,2
5374,0,0,2
5375,0,0,2
5376,0,0,2
5377,0,0,2
5378,2751,26681,2
5379,30,17378,2
5380,0,0,2
5381,0,0,2
5382,4,906,2
5383,0,0,2
5384,0,0,2
5385,337,6554,2
5386,0,3932160,2
5387,0,0,2
